zone,population,stations,lat,lon,ev_density,score,priority
A,5176.009561559814,2.172327380279967,13.09944756954744,81.71994680433625,252.08357126153422,1842.3548470836915,Low
B,8488.490146990165,1.0247914959099567,12.344874300045205,80.31544427378768,373.6257251965757,2754.6154275831545,Medium
C,2953.500346119396,0.0,12.913484952056729,81.87568996769276,146.8930076125793,893.4832981915364,Low
D,9548.107234774805,3.2946743722919885,13.771688801987855,74.64901580180803,496.4005646087865,3103.1864703494207,Medium
E,6138.883443883298,0.9649277734993249,12.424567639824554,82.01453829966384,308.7323494184967,1951.6799996759403,Low
A,5140.799283984247,2.0556526287355577,12.366555500075858,78.6020145789039,257.4859330906538,1672.434413003271,Low
B,7602.142421425916,0.9598363763423504,14.474880507955449,76.56568901169277,401.26234088981306,2756.0852534638893,Medium
C,3103.9705308912307,0.0,14.199773744240629,71.93710048637999,137.26165090528238,1075.053981775948,Low
D,10048.342356862968,3.1047081248612987,12.406928825307917,88.0411128918034,497.18447923941153,3210.841115891485,Medium
E,5570.690662158282,0.988173074498119,14.336584960247261,80.35631546185955,307.41105337985306,1874.5444827129452,Low
A,5080.873725436585,2.002364901684807,12.386798843868496,76.46144711497085,261.432084579425,1558.7236356184658,Low
B,7495.19442826088,0.9693890891260185,13.26735708290043,81.06575457427309,429.5398728144974,2589.883419001023,Medium
C,3307.4039932525466,0.0,12.473892658207983,72.97307947828541,152.35826333361382,985.9691418010682,Low
D,9525.808786775739,3.0126258515267894,12.71259697114263,76.7997355541497,474.3790632714578,3308.949637383381,Medium
E,6305.316795283001,1.0752283655813497,12.36252994708256,78.1973092728476,273.27197400333296,1892.0324726343492,Low
A,5274.524905211537,1.9455169858949697,13.946450763873495,80.73999965462008,248.13388896328544,1670.2358151068836,Low
B,8302.71933507343,1.0173496588304334,13.46618901900393,80.8833551922207,392.08920355900483,2787.375483660765,Medium
C,2834.8815956560543,0.0,12.4620212729799,74.18150663997876,148.89307754301316,980.3385451427464,Low
D,9951.043945064052,2.9797303147339784,13.806144960365799,75.08400971179658,463.1204465169018,3393.8907279209834,Medium
E,6266.951778876192,1.069386995239737,13.044529246461684,76.63096543183006,312.07598314243387,1935.1722185490078,Low
A,5311.805585707336,1.9796568319172176,12.558546749715337,80.31450418186161,224.64996127387684,1685.0345166321674,Low
B,8798.973203681351,0.9912701163259657,14.422705052488842,79.9542536789148,399.1642740376542,2661.889178660516,Medium
C,3073.285961602727,0.0,13.518542480696075,73.71962888711671,148.3507044730059,1000.4318543501456,Low
D,9948.928470633902,2.738696866320385,13.547118101884886,73.55780952401544,496.5800133797779,3393.7238652172696,Medium
E,5916.9879053789,0.9994202950539077,13.381802713462422,80.33398700332283,326.76440932479625,2195.8837814597105,Low
A,4889.78323334616,1.8968722276510854,13.226973790226005,74.27885385481547,256.0825256219657,1541.7835906972844,Low
B,6915.110713434337,0.9734742824051029,12.558734489553984,69.55574232253507,360.870846691379,2512.387308691803,Medium
C,2994.926835234364,0.0,13.419571933464777,75.07460082389979,158.43208737583203,906.1265970374573,Low
D,9835.014632040278,3.0412038855372585,12.616470405104074,77.61020638921836,469.0324507338781,3316.1847279220933,Medium
E,5363.643681689812,0.9881908538322033,13.662695892872451,82.35832932035034,297.50859662740015,1763.9371415749688,Low
A,4941.03603290078,2.1136681447237433,13.691327051584166,71.28424878948425,254.0635982959609,1674.1805446987298,Low
B,7920.598535459405,0.9671479785110784,12.418416479398918,80.00763930116602,414.38616225029904,2614.6879075859033,Medium
C,3262.0423299578742,0.0,12.287824694733308,84.29217849831619,153.60523433785826,995.9694884106896,Low
D,9547.782617905348,3.043007123295566,12.516501763881502,72.26613704197516,490.0026506799859,3298.459388735638,Medium
E,6120.442351003324,0.8936095944021788,13.005480069120551,74.98130990493473,257.31047814190816,2070.9838279918704,Low
A,5475.2940627018,1.8269976934868142,12.426959341265846,77.72941550210763,276.23089445718307,1607.853903381247,Low
B,7273.617201341891,0.9557094365374796,14.458225852596259,77.54707513658602,387.7757789113036,2341.910667567202,Medium
C,3527.2250637611232,0.0,12.275216231389887,73.27085363034773,152.60711247981433,1050.8354525478042,Low
D,10988.695070434407,2.9167680191360486,12.074441939412598,74.95085146210357,457.73993602739625,3240.995690038773,Medium
E,5217.072502541556,0.9690763802125779,12.629791880372148,69.01887532680198,315.7717389964594,2132.228377737754,Low
A,5113.187219948701,2.0773729545762887,12.185591394849547,85.9699569053778,257.0531576906696,1637.7487520417687,Low
B,7384.766392432544,0.9784454924540233,12.788265690682634,77.8762053771688,375.9465787904643,2338.2020981357955,Medium
C,3100.984854485255,0.0,12.569705638798158,75.03724013751352,153.01608886253885,926.5244665043826,Low
D,9061.457297998692,2.9754032599326976,12.2586714543234,80.69188913406029,492.3651028827807,3232.9430698981782,Medium
E,5793.0180406141435,0.8928511923368798,11.87956369611485,86.85771375118398,319.2357114432698,1912.7082822325656,Low
A,4601.578677686856,2.0045309020718096,12.934989136929211,80.2347345237415,254.6210064566543,1674.5936956248602,Low
B,7665.343275375244,1.1169987578572416,11.947346440154238,77.15580118155475,366.773732502199,2541.5532177619475,Medium
C,2974.839714975349,0.0,12.689208134247888,75.78482489266656,151.32797502619576,957.8938920044891,Low
D,10371.95605776531,3.25906154034241,13.1379447938931,80.01171726808515,471.00538510086375,3062.2809648429707,Medium
E,5493.484301728691,0.9642798546713897,13.213803844073855,83.44604300909101,312.16953841420667,2064.040515402852,Low
A,4822.555445739151,2.0946758697022845,12.728468207046085,79.33440956749122,241.8407651538555,1645.2894172484803,Low
B,7594.0102956647515,0.9974751691452476,12.702337826390073,70.71989615747917,399.67810861839695,2795.145399774491,Medium
C,2967.2411198258983,0.0,12.681555292326792,75.09912969971003,139.8041440468379,928.6687619082138,Low
D,10377.77532400346,3.017378651070912,12.694960083374516,79.60411342527698,475.3367603649411,3112.8618727155604,Medium
E,5447.524299282241,1.0758768215477765,12.646225306428068,74.47771509871576,311.5114947964197,1989.0528862129042,Low
A,5742.5761789905155,1.7970266312065755,11.745859276011279,79.72455932289914,260.67359643692294,1690.5452767394465,Low
B,8509.08978500019,1.004994130198006,12.160488613604372,78.65769888261582,370.8018212142724,2569.565272007912,Medium
C,2609.8618197190267,0.0,12.298453796012758,71.68506803091299,143.4146966313432,1065.8484686985646,Low
D,10349.051186656001,3.0576565888909686,13.15451155784487,78.17941993541355,502.8292599416224,3335.2934531992146,Medium
E,6234.733808688387,0.9386752355276564,13.563390255982705,70.75426995109085,279.7142959867043,1871.4972627372501,Low
A,5040.969302050868,1.8605234919360472,12.782779977705841,80.6609847524133,250.97603591008806,1885.836526723301,Low
B,7400.420643035979,1.0200961769378742,13.499716591242944,77.50492935493325,408.5479743108853,2425.3949882854,Medium
C,2753.359720105939,0.0,13.649554007889456,73.34066668657341,157.83910807964682,896.0082183087911,Low
D,9928.126219653508,3.066839057638366,12.604954019186442,82.24747390287084,486.48280646584874,3183.5991299380585,Medium
E,5904.183900957527,0.9606013507379961,14.342588631749681,75.08761556292372,266.505004061377,1855.3203991723938,Low
A,4790.026425237875,2.1316846313801214,12.728345932636918,74.64771059621327,250.4616127058975,1564.1785026055043,Low
B,7545.22813012242,1.0441609616747811,12.14934283679021,74.47258986663552,428.93082650725063,2533.42602488037,Medium
C,2708.478045545113,0.0,12.912884844544429,71.44251904934941,159.84041535166662,922.5486324838226,Low
D,10273.446958030596,3.1073638531661714,12.993282949314652,81.76645862172133,473.03957092855234,3240.0221834406047,Medium
E,6113.991192053595,0.9912059720152643,13.621411487036204,82.71511742316605,320.27922543722747,1900.431349298777,Low
A,4711.659297102453,2.222501068712608,12.330161587398148,74.37002577370711,264.8544971084648,1518.097824054858,Low
B,8084.565447340209,1.0107797564819618,11.553480354512702,83.77019806530008,400.51573148097395,2593.214606690706,Medium
C,3080.9118461097523,0.0,13.123315770912964,70.5383876075819,150.34815183945759,1010.1531710414158,Low
D,10284.13812155032,3.0011739247565252,14.37217666570443,81.78370410805663,525.919619648066,3388.022519943214,Medium
E,5720.570308907327,0.9862385417056698,13.57574458344385,81.48490682343011,275.6589269637239,2011.1828320378206,Low
A,4987.6890940139,2.0858837096500737,12.183045213069182,72.05630607853145,258.6044931871491,1553.9662587624664,Low
B,8189.342102578157,0.9583936762653603,13.829495742403225,69.05291610285931,389.90207487040465,2654.5419221376187,Medium
C,3068.7248621383455,0.0,11.790734961923112,80.13414335941039,143.41356921380995,926.0077230218469,Low
D,10408.103079965176,2.692662270402014,12.624483692193632,79.82310678046584,519.3206684712824,3132.391229088886,Medium
E,5880.3619357979405,0.9923317014239198,13.014165024637727,76.42502411972539,324.61792443090627,1992.810849780242,Low
A,4983.041539676654,2.019013881094352,12.385002203050465,80.08561107372246,232.05218925412478,1797.4291227665326,Low
B,7386.950623999305,0.941665965455017,12.664819969511944,75.9214425376789,413.5031910400769,2655.129619243671,Medium
C,3015.059180139328,0.0,13.743982721341993,71.42273318374868,157.72590759064443,981.0974619818262,Low
D,10730.857263894726,2.8209635022916615,13.027408777618513,77.69028687959299,471.106784514323,3487.879811905601,Medium
E,5921.97789377453,0.9975590061140213,12.330858837171412,78.93399556014847,312.32216327127526,2010.8095419522817,Low
A,4740.0434701300865,2.2169547039319744,12.646021120240711,74.12363304362725,254.1858030954321,1627.6194645555986,Low
B,7315.368072383844,0.9672243821816409,12.260067896556466,74.74479293356633,398.2021898426677,2562.6196945362162,Medium
C,3029.0122269024223,0.0,12.268223257048014,82.30004808569397,148.03153262983935,1035.143848654259,Low
D,10288.86799345512,3.032501954638853,12.675584511313346,83.026258773737,501.3842143536582,2903.3284804183522,Medium
E,6021.652580480586,1.0874885537710555,13.279291618083347,75.4510485890556,309.5063818691122,1944.7990986603704,Low
A,5269.954849321907,2.0374154651547984,12.77059400572771,77.3603090371289,274.98846526262236,1606.530264920088,Low
B,7749.529526945007,0.9712863583883844,13.061904825137326,82.8306118688612,422.44562334246024,2501.3560982769163,Medium
C,2642.4917480129225,0.0,14.06651615787513,79.58422857909606,144.85099919306555,943.8871992166937,Low
D,10024.584485339446,2.972269680378347,12.44015688449491,76.19765982988075,507.3678088574136,3069.772726709678,Medium
E,5596.445465560669,0.9945551120694779,13.541151247375483,78.10773211506029,286.14139008572573,1850.2927733588533,Low
A,5273.783060904974,2.0918088456540573,12.424934384201613,79.21057121905466,245.54023766045935,1706.5265229038134,Low
B,8020.989523196961,0.9360844183807863,13.476980570939785,76.80328165241045,440.7164575428692,2403.3531837972396,Medium
C,2997.938388642753,0.0,11.680689200178161,75.59604524282355,152.99750409336346,1022.8645115713939,Low
D,9837.724491379577,3.072930463972085,13.736150170634916,76.60041907194883,509.5491730690395,3062.48686788042,Medium
E,6076.549634197074,1.0547521675307676,13.42289882249841,76.47397067804097,300.5210731923998,1941.7314673831663,Low
A,4968.484675132614,1.9370714233113058,10.921355372661878,78.40404838711943,239.92529991944917,1705.3483098191705,Low
B,8163.912804239704,1.0523323837872525,13.716516987405992,78.73283755475394,372.8048572744139,2332.227171002789,Medium
C,2919.0995036999457,0.0,12.665964725879196,72.82690769301519,141.01787005710966,974.5079825376129,Low
D,10028.316125203211,2.8639628017873275,12.676774580195243,79.56399936664054,516.8444173751711,3414.970906963764,Medium
E,6039.458597560909,0.974335682662855,13.545836004520858,78.96637131254731,300.3871017555271,1928.6847412776988,Low
A,5015.238108179464,2.122112129552152,12.853006940456508,76.45011675899148,266.92827387140426,1564.9253800362976,Low
B,7587.130038496395,0.9605301291546764,12.865582483512478,83.72008847490298,419.1099433183041,2352.1622720223445,Medium
C,3006.4541330358356,0.0,13.505228120347878,71.98692071551268,151.26061854241547,969.8424800086902,Low
D,10008.17071167663,3.0190500855098796,12.540209891357422,71.16547943401055,486.40131711420526,3253.9913129675087,Medium
E,6057.963127195123,1.0871542874775912,13.261550502373463,66.27642041323988,300.6354311516839,1836.0351561425537,Low
A,4836.226433075379,1.9631135903370918,12.887982643611783,75.75824195341401,258.1218772846486,1654.2620438111041,Low
