zone,population,stations,lat,lon,ev_density
B,7778.8150027194015,0.9918739139333632,13.485062150342538,77.19400279139411,405.4800183740346
C,2889.9946238746943,0.0,13.393140751826978,78.12252127046634,147.7127577028987
D,10193.139552749146,3.021722206554873,13.02191853607209,78.1069336508194,487.5108996723598
E,6079.385942801035,1.019720906315394,13.077767579436742,80.00774260326673,303.61941736144206
A,4877.580439879301,2.079235646357148,13.244763517466389,81.83967979440303,255.55505162220777
B,8111.491121297256,1.0046502834885285,13.386685860069226,74.03511982511394,374.9206786521833
C,3213.571651461986,0.0,11.780855259442848,80.53495193471326,146.96416512222402
D,9407.418033810995,2.9279295285465783,12.528296160627686,76.61414786882622,476.5250979605755
E,5788.220750966026,1.0354381682398592,13.079676407024428,71.26209998413714,284.96333396005053
A,5252.600833569699,1.9933689378291315,14.281179483725493,77.92799461830002,260.47343838412235
B,8125.810416935709,1.0733064713824314,12.629633733706655,75.91682464892621,408.2246066760031
C,3112.4587502070663,0.0,13.328025602057783,81.93471001431442,141.66921714009547
D,10563.981117904841,2.8343346891770125,12.502658244511737,75.04013971537962,489.6806139125862
E,5699.846134635012,0.9380010793903387,11.727921612909032,80.26206563993185,309.83910314893234
A,5039.445563493565,2.1522087420358065,11.990805706954212,76.57481456683172,251.2823321748418
B,7626.166582521419,1.1013652277506618,13.3862453757698,80.35328769603011,399.9711306587101
C,2907.0367676839,0.0,14.263969861190416,76.80528056461506,142.21954456928668
D,10900.882732216985,2.859548701372096,12.698371568678919,76.88607228738599,529.9185716650578
E,6125.686004662469,0.9900105651647233,13.463476234839172,75.31922372056427,266.5335735431776
A,4900.2334972971075,2.0806392898553288,12.788674604210394,79.92575808214957,245.39210129021
B,8299.432017463283,1.0108071094350382,14.047927357996913,81.42194046467016,427.5465677620948
C,2991.4490125115913,0.0,13.35172238954831,86.72550460708808,140.71262862589677
D,10510.38252088852,2.92756462261283,12.334196325555071,75.02586456632231,526.1217117304375
E,6381.70912356076,1.1084076590776937,13.777723815482188,82.00866720014345,314.3807128161183
A,5118.61055307125,1.9826877099534537,12.658179535931886,70.86173211145301,250.774622662908
B,8197.17355645139,1.0551256367486277,12.839107592566746,78.27276775900043,403.3883100788892
C,3209.4947961617895,0.0,12.682099042554663,73.44046887304584,177.20583807824454
D,9421.041415198488,2.9537542413737614,13.275263660942478,74.90222551133239,538.9692789109126
E,6117.23902515223,0.9882791258678847,14.247905160627793,76.46582741473767,263.8082736831865
A,5162.670758960662,2.076883247922715,13.99368454677064,78.96443373372807,260.45915670249997
B,9087.464641567236,0.9015131461994709,12.993727986531134,76.18106979105816,415.9490838708827
C,3093.323575344117,0.0,13.54025987893538,84.60726454971136,153.82650010479978
D,9871.555240979857,2.887024802390744,12.880880923208363,82.57666656153778,478.40011214149837
E,5915.426306121887,0.9869671811441647,13.044699253239834,77.93862046710451,304.72459345843004
A,5136.975016154159,1.965534417619523,12.791947293032578,69.69115743261645,247.82756051352803
B,8160.548490010258,0.9428008578794497,12.230856218837099,77.20856945650132,421.74192411484785
C,3126.502376727173,0.0,14.360280175261142,77.86267075540418,157.95596735135297
D,9139.8574936064,2.7829576613836498,13.190926494393238,74.46501218582335,509.1817195750737
E,6460.102396001273,0.9668897723587587,12.523706183769379,74.8645374909834,279.9215030118206
A,5064.988454079664,2.0564150311269502,12.606579961572034,74.13364228934714,246.80357215692612
B,7772.164884733746,0.9624142053047033,12.118379870882109,71.52825759364997,396.37658193847284
C,2932.7596252550993,0.0,13.784494364439794,76.96963623689817,150.04925313064518
D,10063.214555081719,2.9680315364131578,12.176163558173673,75.3866760946119,498.0450267609585
E,5908.8662870263925,1.1460940123936314,11.701561460537786,73.65349521442542,296.9273120194715
A,4662.979742712689,1.9038790148050997,13.411678407643732,81.78800364681734,257.22796105615146
B,7617.590630120542,0.9642861379305302,12.762528180043311,81.25907433127382,434.2808840968698
C,2941.166883511917,0.0,12.548370322948777,79.77899777126235,155.28761529696584
D,10657.173822387214,2.8676811537782703,13.95754750530579,76.8845620652855,489.42386545819585
E,6002.410970497962,1.0109180203792831,13.113047737755458,75.54409586857922,297.7390896778217
A,5148.089643532833,1.9935829028576442,12.930187450705688,74.76872803109107,264.3414880611633
B,7921.138007545314,1.0150373013043588,13.338056976714752,76.42588982713778,382.06043589525854
C,2969.7512859827852,0.0,13.338072474026966,75.67503980124746,145.62098801612277
D,10095.155507764486,2.9201347810320444,13.125235994121669,76.88946113816307,509.7420020461353
E,6077.970741989381,0.961056043513038,12.32210448713423,76.46388059059302,319.2305684099876
A,4976.2436769114165,2.0578845898224962,13.27023684349851,76.06529473604023,262.03116546989986
B,8726.159586805275,1.0014123774918482,12.967283058010603,79.9404792630354,366.2233643072394
C,3204.950718527169,0.0,13.145083718202875,78.88257029856595,150.67142216363217
D,9481.28940125327,3.203041335804551,11.826197071392384,80.15375281321691,522.443775400509
E,6083.738097606674,0.9873101826458176,11.95146020695556,73.54755567892082,293.36649327335635
A,5059.310212175957,2.0305635441640537,12.672429622166604,76.31342383711088,239.82437355995492
B,8054.340550308091,0.8867165576986288,13.825872759563236,74.56133933970386,384.422929829589
C,3029.3743727024844,0.0,13.465480192388329,77.83964384391358,154.55689914123354
D,10588.219868768103,2.672830362059484,11.856430048987775,81.60206407569274,497.3955127432664
E,6553.449724371021,0.8913785973684798,12.590865399238856,71.81100256162266,289.34210258283923
A,4703.302343480439,1.9516795908439775,12.784667805116996,77.2336876452555,256.32438014876095
B,8134.251749619212,0.9696391564912791,14.180704159937774,78.72737242680378,399.0826541352903
C,3046.5268917092326,0.0,12.329287178197347,78.13735745836907,157.10267694290752
D,9698.224659684935,2.927188894551836,12.733250292170245,77.39073729270262,469.6628959794618
E,6059.073404322012,1.0058635835305423,13.193130653650337,70.56917703899542,285.3030014173626
A,5165.919061717294,2.021161068709092,13.028573427858573,75.19219939520548,276.61355328051286
B,8288.639081437517,0.9653095672870436,13.63497363811701,80.26147009398942,385.475689734798
C,3116.0622951184973,0.0,13.532724056770421,77.74467778157214,132.6152161203428
D,9492.731941096457,2.972935034187972,13.364711773945547,77.9883000893757,477.65856982154867
E,6018.845159670645,0.975697643646402,13.297010113497356,83.20749141290278,294.730940795661
A,4799.94574954348,2.01439627891472,12.857006398565419,75.18365778902631,245.90519683774173
B,7941.019865485696,0.9636690854012845,13.698788926725381,78.30017733206259,418.46466817949675
C,3188.0430339188038,0.0,14.335213181305669,78.96176741631439,145.50035128691343
D,9722.194559075208,3.0372636077327724,13.468476752949876,84.44485176158277,508.9310494022643
E,6334.006774254523,0.931740292660961,14.337898448592496,71.03538382464228,329.9206250907352
A,5138.37810333574,1.9208902124184164,13.232127666788273,80.50473928494024,253.2923764395578
B,7340.2293369787485,1.0243127010667363,11.424524011428074,79.4956381973968,383.4503784578328
C,2759.1018995674417,0.0,12.965432417804255,77.11058065889553,137.12424667362328
D,10616.38194548016,2.989355641915077,12.851042185367564,76.43824415547033,475.8066048197442
E,6082.186930142887,0.9435770719505796,14.112357723963118,75.57161307641792,295.08985201539105
A,5217.861165528312,2.2671790024422442,13.47959148679369,75.94308438393412,240.55123429464345
B,7993.061290543492,0.9991524862895208,14.29555363063123,71.47631212679812,414.56109410969617
C,3017.598434472696,0.0,12.61930579082549,78.48640039504814,154.73977530119498
D,10268.586462384963,3.0871734062320435,13.521391781107905,75.05182762642843,505.515656135457
E,5763.321335638893,1.0424231496910086,13.05698080535894,75.98718668920756,282.1929523559076
A,4781.774135637269,2.063607549747494,13.369017595536281,74.86450899270176,246.24002866709583
B,7967.1120871708,1.0343147296354702,13.678732122653056,81.7377433948623,379.88634392466327
C,3127.098504059314,0.0,14.074099354320179,69.55073456140698,143.60252976635917
D,10825.879827151884,3.2287531913487464,12.13112394210178,71.14800312503066,534.9930935953873
E,5785.5468646270765,1.0620633775336632,11.33036319131259,78.25926758170012,295.71659092437505
A,5301.824381643218,2.244518025897858,12.556337013772186,84.84509179945088,234.60436415970446
B,8957.328981884562,1.0949099968336438,13.464005518381244,73.57488323558134,438.0512287988981
C,3355.909562022957,0.0,13.022311132808454,83.45972824742385,150.69805960071852
D,9984.133852645235,3.010573208553784,12.805887299324715,79.50253441361019,554.5028828845949
E,6558.693566773838,0.9736299289419026,12.304821374725359,71.03565792683592,291.1111546554232
A,4913.029341663616,2.1370430246241043,12.834875323879286,75.60428858453774,253.19447224652833
B,7502.331079046097,1.0527347036293375,12.206968338106474,80.0887504577815,408.57485075317504
C,3029.5363152553937,0.0,12.820617579050035,75.11827250709473,152.5123604269996
D,10571.504351330817,3.063130392175301,12.68126673179759,78.5687427408688,460.32211036698567
E,5792.070688050528,1.0041930113902606,13.434911214480948,71.14714209385959,313.46094322198894
A,5048.3429632027455,1.8882714471906668,12.963236038959026,76.777511940028,258.02521492640585
B,8208.359241938751,0.9784812231228975,13.494817231605651,71.86033860265032,398.0629994628915
C,3213.454210713504,0.0,13.18420278130698,78.69172837826689,141.9096331957853
D,10240.104436998741,3.03922515801847,12.211918838281957,81.77141697544003,482.39176992391936
E,5812.714416220117,1.0276115275391915,12.890973671118513,69.49415333593015,286.0487568006061
A,4903.676400363742,1.9563070992382494,13.60588275508918,78.06278168218088,269.96986909542375
B,8436.817570303923,0.9764585606816497,13.122147043942443,75.391994620178,410.2772682357512
C,3056.660224079948,0.0,12.806955809757007,77.40418063100948,144.37620016157632
D,9729.196522507504,2.91114290639834,13.566558044185696,78.96899141811042,446.33745389933046
E,5951.125379036572,1.0163075110815993,13.880407174140235,70.23739300021418,308.406712150552
A,5141.478303889207,2.0351890207400904,12.780520488532085,70.03149235757085,247.6167746990319
B,7767.591476220968,0.9590282403668242,12.778763466562388,82.04151590834759,354.127033674569
C,3011.3787728283137,0.0,12.441852418382235,77.11890286194576,154.12391017192454
D,10703.164452210856,2.839622347387833,12.424402893845816,77.75699645474452,534.5471592704575
E,6716.115143469721,0.9062847433189956,13.448272530083544,77.1372297006862,285.90293545964687
A,4815.916954776115,1.9863439263505422,13.648106820187689,81.58342406783484,250.94207123923792
B,8310.69064526146,1.0476053365174938,12.842089044365501,78.6605892793331,396.0338983649672
C,2721.449712575013,0.0,12.753221468575935,76.52035881596682,149.22455338350804
D,9478.436103747568,2.975622337447607,12.91804902455879,77.45509423157851,539.3033730633456
E,6030.515645593978,1.0060681547508077,12.74617425827119,85.72680278260215,295.84447806490374
A,5470.025251238541,2.108825261661065,12.84296412908934,78.64043113803294,255.45635543554818
B,8748.930639786378,1.0042115497204227,12.911131408704051,79.4991926335913,379.4356052472238
C,3034.1777582570617,0.0,13.172352009163673,75.88222153394149,148.96846062549017
D,10135.941354717663,2.9916182723026363,13.171471598779288,81.48779503902853,464.8338727711569
E,5927.760923898959,0.9372483647975676,11.382845750120119,79.54217688472525,292.17824426227395
A,5058.721028572308,1.9804068676381044,12.5549722511993,86.49287429575789,273.96966579240484
B,8543.169370191472,1.0309209122548542,12.922856393757312,74.25276792461214,400.0543297558816
C,2806.9924693870257,0.0,12.820833469178362,76.5683283333162,145.1633632272325
D,9975.183749782622,3.182079861509269,13.653287733533169,79.08003491003606,530.6052977759404
E,5964.553228544989,0.9046955112620684,13.00176161085496,80.07263576174826,304.8014095253407
A,5508.262109047765,1.9841494328948346,13.683620711798422,77.61031178468284,252.34255238494526
B,8079.807817602282,1.0112431404657054,13.286981429194036,74.03684319689356,426.3431422555249
C,3015.1781119911043,0.0,13.824513781834895,80.04528850336276,155.71241775165552
D,10070.848997299432,3.0944311753813727,13.785733759246682,83.32671049478455,502.3737312860508
E,5910.583616459975,0.9722240254012885,12.201963342273709,83.56304146853053,302.00459898383207
A,5042.098699509144,2.0393570313888536,13.479940888243444,82.0291203457025,246.68653105079105
B,8117.306549278523,1.0496862583130058,13.039541520531397,81.34962080980392,409.24173409194947
C,2986.1270829901146,0.0,13.600998685633149,80.39006554920516,146.5821766802064
D,9160.02198025174,2.7339152492184744,12.56637772894219,78.15535984420171,461.8904821052976
E,5974.472853337263,0.9780265751055064,12.919451293486592,76.67268426856623,286.1233268759165
A,5137.18016520372,2.132089813998946,12.14176792005941,73.40229023496518,262.19428116135276
B,8214.195215898164,0.9067239516003223,13.019617520556045,75.40669003612382,409.40180989552823
C,3077.8657471349284,0.0,12.499897424259014,73.42538758395423,147.1835149388643
D,10295.997208174209,3.180724005763923,13.510654133629131,76.90416039720103,534.0553862630272
E,6214.26003454759,1.0660694511776307,13.813882181552293,74.85463904643483,284.5774363565896
A,4713.663188270481,2.07089462980399,12.89149406536124,76.41041064267056,256.46201468979183
B,8213.467712095568,1.0625662969952623,13.708705774860155,77.8715365822157,377.2179217298362
C,2940.5068152056638,0.0,12.446930712280547,81.45542388578467,138.82477072584248
D,10291.353982585997,2.809854974347879,12.795719457450302,72.19450970311676,457.3767659037518
E,5481.593965134303,1.0798172761542468,12.115366886909916,79.77949243659624,301.16942585064425
A,4956.949746607186,1.8225096653975594,13.830788268979072,74.8555471054801,235.61313376173626
B,7498.387950922144,0.9548967099727965,14.006976655494459,72.13576754839058,381.6300738910211
C,2944.4032024007297,0.0,12.6820579588128,80.99681838222882,152.87616624810929
D,9967.449357319856,2.8133213276415745,13.2787032325113,83.96703221062548,515.6888358201718
E,6310.233095338535,1.0172757997938793,13.835446391924703,74.85848732450651,295.76437775825497
A,4745.654472061263,1.9356566548596816,13.365173712794196,77.71638309035197,215.28702326464025
B,7334.80525912418,0.9202148949014678,13.665853658084558,75.65326797471403,395.86063059350624
C,2853.3704638812633,0.0,12.936713790428406,74.34121534841894,144.86841221212254
D,9583.885656550108,2.9173996576726924,12.631952725014937,73.86349582201406,477.0852036592822
E,5988.509485638812,1.013807148622612,12.429900902285494,80.3895811457672,325.5027848146049
A,5268.023279984527,2.037273633323935,12.989886588636152,78.06843222365752,246.84296162318597
B,8486.49093365011,0.9825532547008983,13.682288211120436,78.18535129954309,409.1268440715111
C,3103.747773621783,0.0,12.065284148707272,75.66112232294734,147.74558302377025
D,9599.553073483112,3.055754337698338,11.737187563362317,76.81210191245653,494.5307972122085
E,6328.220678410725,1.0375158077783322,13.291861530647111,73.23156414970131,283.58841895437854
A,4746.881333585545,2.0553992737968647,12.694288159340852,82.55841912926383,265.97860951483204
B,8416.721216838672,0.9669182558936178,11.456724049639503,76.58719426159348,419.43893667767634
C,2786.447859694039,0.0,13.259052375982264,77.79032236324954,150.29563691959794
D,8893.467342515158,3.081083641259521,13.908467629691259,82.03282657412498,519.4673037062729
E,6221.111031596555,0.9578419937892713,12.61574200671699,77.40017362659079,302.7973841732428
A,5088.889022949309,1.9543054593534779,12.615562413839593,76.18681139124418,252.77803930640988
B,7212.106709322016,1.0045859913262645,13.25575044085149,72.39566455662515,420.43890390627604
C,3070.030009664295,0.0,12.715324275224226,77.98606267936957,154.4360273584981
D,9949.986680490762,3.120544271815451,12.011047094514321,80.1859187391992,531.0277748648151
E,5938.958551742017,1.031573958766054,12.605267462036187,78.9927105991258,318.7428524088077
A,4895.7258316794,2.069736508366032,12.359118797274167,79.03155221898415,254.66541269313987
B,8107.782688086346,1.0254578881863936,12.507634635767829,76.79090959944595,418.3862698011963
C,3185.6077432070438,0.0,13.423567433557599,68.15445597705987,149.24131929323823
D,10584.611165012653,3.15064571724548,13.339656490343696,68.7571298139902,505.4084725946675
E,7171.738481237804,0.9857458177705416,12.676660579120382,78.58123757994166,283.7128830756647
A,4896.56312181713,1.774340102185528,12.162202931387997,73.28019521166166,239.61190549495595
B,7966.494796485607,0.9078512518572517,13.007922375589045,79.90787091198747,410.8821135606122
C,3321.2028607702277,0.0,13.687226363431247,80.74773534063443,164.9661017143286
D,10853.423137612199,2.8974886801049196,13.505699501874762,75.94198806842672,512.3648847562577
E,6045.1179043330485,1.044490346281147,13.93606607606892,76.26213776713966,281.42633306515467
A,4600.568534094671,1.980042897491952,13.145323644469288,79.42626055191728,261.50991708470474
B,8016.282698499089,0.9476144912772289,13.07293815414773,83.45715922884435,370.961536414646
C,3160.5662782039567,0.0,11.81897269471318,77.165340127097,137.13395748959095
D,11270.218030256472,3.150973896228078,12.137545927365883,80.52017466574046,497.2735358803126
E,5999.318952808684,1.0579068518568724,13.948020226895132,74.86018627334958,312.8601565527937
A,4682.950136426112,2.0732046621255065,11.800101967491429,74.74607379040603,249.61065084206106
B,7606.127049329513,1.048000584991666,13.037547348550007,82.50302544358067,411.77619587024594
C,2871.6901158024534,0.0,13.722974150802248,73.13591092908383,156.80638976997184
D,10454.191592739184,3.0215032802356174,12.333888139784598,79.00868210027245,478.46399252539663
E,5905.673770001947,1.0902368489488603,12.216459842935265,73.34367152792751,312.0495080656673
A,4492.0330462379825,1.8633641354094075,13.057181900295427,75.50295971796105,246.8081564827203
B,8259.005001105985,0.9495147871747,12.557968344727422,74.41385680231477,400.45992904814807
C,2610.401609437806,0.0,13.595077439666618,82.27159550374505,149.42327110548902
D,10563.26091249496,2.8399048608155564,13.937791156218683,84.08442068419315,495.6417844739188
E,5757.459666765528,1.0698930180306345,11.632154839013277,84.82756360812505,302.15737339484815
A,5100.738720096798,2.193246366807123,12.274610617523674,86.06475645038981,258.77479458026994
B,7643.720358866476,1.0055376057859846,12.3647669228535,86.30256083487525,384.5105687394157
C,2845.140587983476,0.0,13.085658761935404,73.94790477155378,151.8644414038266
D,10006.251817445785,2.843247687351585,12.030458497487963,80.08386908714712,514.5813556572364
E,5580.267585803423,0.949193260891998,13.825215229186641,80.31936563991715,314.5097141922192
A,4761.556474386663,2.047735948264228,12.306787906012536,79.07747394358685,249.52918260696617
B,7959.881043255137,0.9973469901636852,12.268548959980585,75.5958100577176,377.04774035138604
C,2717.747867624153,0.0,12.422182534107248,82.09286404961598,148.96021985211
D,9457.494296337718,3.13836879257953,14.144706235018523,77.8967826663816,525.0701009374461
E,5733.149622444882,0.926384114769027,11.855147802438461,79.74094858765987,314.2025864658315
A,5253.496720084144,2.1031912788479117,12.725515422410384,78.53474650703828,259.6866182775752
B,8857.609406505802,1.0471919878058331,13.855076775938425,75.21720573217873,453.2048575143811
C,3030.5144258362493,0.0,12.863198449272529,80.5928222147897,141.40781614157012
D,10068.781260607499,2.888920419459358,12.032619191333426,75.3308968801297,478.05884649556685
E,5592.145201959368,1.0206098988629608,12.763393727239462,80.58823109065739,285.92893751713524
A,4694.8834350918505,2.065353890893729,12.546927128997805,76.07436179546472,239.35533582563394
B,7692.999861665482,1.004529191732476,12.387267047765516,74.9358198878349,360.4390164462683
C,3121.8946075473095,0.0,13.350111658033217,72.64241704164357,151.67972549040502
D,10285.258084500743,2.877245105810239,13.229075851102786,79.42406911901283,505.68615116453867
E,6471.39951900373,1.0163586405959362,12.462743648830388,79.89393267761932,295.94709972508633
A,5071.514577251914,1.8928833895393002,13.146541819298532,76.85059305166803,230.83069362953535
B,9041.711580338717,1.0010374070062298,12.797533821273769,80.49174111544029,420.628535429073
C,3226.8894417356905,0.0,13.169045550087088,86.56221999358993,165.60933850404408
D,9760.62646157347,2.993444944656784,12.432450760286773,79.37826172879049,501.84745006737927
E,5957.999606702572,0.9908730841214647,13.500066579325255,78.66610203843373,270.3521437567343
A,5058.047814724604,1.9606968947282775,13.86478719004348,73.62244513514204,270.84148215474687
B,8618.344781124124,1.0424295562566317,11.883788056338918,85.04316152883813,413.5585389149588
C,3209.881989972029,0.0,13.644983015124474,80.15791478368804,149.8044600981657
D,10516.094499683717,2.934210246764632,14.215802052740084,78.86380452862633,472.4612266527945
E,6151.590890615856,1.068390279115798,12.522019847218454,77.66313790459711,305.1347059771792
A,4738.689234857344,2.019208500503379,12.935580818592888,73.67652011947567,264.85102365282825
B,8010.658349656917,1.0050439470437031,13.398845838717326,72.97028128113548,391.1336340651535
C,2766.2921927180005,0.0,13.17787269405493,73.72958733598622,156.32281222636547
D,9352.094284569837,3.118911649490212,12.20223019639778,70.56640944757898,513.9205725422315
E,6596.243217352789,1.0616200279486185,12.811346279615433,77.81509161992986,334.37221507904286
A,4926.365110605337,2.071185465088478,13.769742641134963,74.78538582887622,249.08843340035654
B,7535.826959907533,0.9882622323147876,12.627615744324372,69.88642395374788,426.26293187788684
C,3020.9888739186777,0.0,13.071175733866184,78.98267102095495,163.44182065591067
D,10138.889862063314,3.1512387902719734,13.272735653652962,83.30764170443771,495.225118331461
E,5465.175376402454,0.9926806977351421,13.017015031112823,77.97701204619494,302.3629560932167
A,4120.553822441149,1.9108700614891576,12.666776885302182,74.79132722086055,231.8621235638909
B,8350.205368704408,0.9590470520499135,11.620630069448227,77.40247113727045,425.3488132034413
C,2950.953800223735,0.0,12.429322026583987,89.72203892412065,152.03511022574045
D,9846.939243392988,2.7762552185164795,13.968044676052031,78.21689417376358,507.05661658406575
E,6161.184433367814,1.0165026061473805,12.631102841688133,75.23513717238937,286.42886050482906
A,5443.502947722997,1.8952450544345854,13.310660761703662,77.80110297250546,254.00662798502918
B,7578.348081538546,1.0173045288946412,11.636672251662734,71.09438496132955,388.3735802011135
C,3034.223576770929,0.0,14.030664302919174,70.26244884609422,152.98134780107787
D,10445.824196836886,3.06922792049019,14.793983907334319,76.82437044818427,496.40620024972947
E,5923.051255986737,0.9526843701101121,12.011100620017512,76.90222221984972,308.1756826492053
A,5174.738711776881,2.171553683914237,13.47835693153257,76.15187804997065,234.91320107641485
B,8366.314707820635,0.979267634331481,11.473340906346317,72.71468978567998,383.8134643863319
C,3250.467585075871,0.0,13.24693913671884,81.75858817588536,141.82543719255514
D,9737.196363937453,3.0794328195200675,13.482282850277066,80.91839975261152,471.98462334327957
E,6051.207940328721,1.073636432795518,13.047246447910577,77.5549866742103,292.24285085841944
A,5004.729809512977,2.01536714712239,13.349670101129547,81.4479651998992,254.79270760219137
B,8098.622570386929,1.0460821100205562,13.234716705773847,80.7357749921412,367.75292299147134
C,3061.09210925074,0.0,13.64325931664162,73.6037395739831,153.92256520244212
D,10626.45362037495,3.146348672561453,13.323913674716948,73.33485062575157,507.5436241436345
E,6497.279875438423,0.9695799475421105,12.733303957458004,69.13697608737354,281.4984072985371
A,5028.998433525421,1.8674969427389332,13.302096972848156,76.65368167982574,261.7070440658345
B,7273.56955343347,0.9077219713282352,12.721529622511552,77.25684542664212,390.284693345521
C,2760.812408767009,0.0,11.939643815204828,77.88696138403228,155.25709818667642
D,9971.254389380623,3.0522952877053005,12.394143373915831,74.59278790984831,505.29161157446305
E,6140.091843244154,0.9420605639962571,13.631656239567791,70.32707843145302,280.13545852778526
A,5433.075779924649,2.0641938700545874,13.178742026709882,74.61774491177655,256.84729779660915
B,8613.057800333401,1.038176306292135,13.079001847575068,78.57108090591838,385.3244598368281
C,3000.5201011939926,0.0,12.573932092092084,83.13803843305362,153.221695733811
D,10915.095687297366,3.188719698283711,13.155887622607885,77.49115410730703,482.79610009661064
E,5892.118248991564,0.9968571626740471,13.931627473838116,79.72742200467025,316.0088965909299
A,4965.338842593079,2.078022346208359,12.924999426924854,84.90290566484467,235.81838385134617
B,8330.299545873779,0.9581505038888652,13.748840883742261,80.95541700951676,370.94682703706917
C,3061.569101624137,0.0,13.917644759162021,81.79591937630728,141.7090303289062
D,9567.706038589176,3.0983330369469897,13.352696248281275,78.14653247282422,429.02760982583214
E,5820.411837813948,0.9739864562621647,12.933124114825418,75.15328220073776,301.9816522614401
A,4679.930777137133,1.7650602351733387,13.351131430092527,80.17526511513914,250.01859443430274
B,7076.228746826983,1.0679950067474198,13.993686118257418,81.11672159117812,426.2005412701584
C,2824.748110085207,0.0,11.56767443462504,78.46996503341501,147.8963383880429
D,10064.101702807191,2.9655908955985253,12.960822051310481,80.19382463928024,502.1547566866891
E,6111.405031295029,0.9819126715232551,13.076630938512661,83.33753029017522,303.15743894593504
A,4886.08897822881,1.9188030336022965,12.479765722334813,78.99840648526727,259.3489445689047
B,8121.230072124799,1.0410505054194636,13.090587829706484,76.6958869253946,369.94970869816177
C,3094.8105492262316,0.0,14.055324080519405,76.16891332667646,156.00560458821013
D,9921.039301361672,2.878504560881806,13.862504751863673,70.81277825441832,517.0528902828129
E,5630.960581116984,0.9685778821028576,13.027850409891261,79.52986201231589,319.2794483991048
A,5039.033799405952,2.0219555815424983,13.60529865505522,75.76672620107429,266.0085491388339
B,7580.39675656518,0.9286119199331488,12.228380188182102,75.81248760911345,399.7238319187422
C,2697.062501457469,0.0,12.98338183565993,78.33273453045946,150.16804228417215
D,10124.706173390512,3.0700248157268883,13.053548678110811,79.14860734293663,493.28632040661
E,6432.045931121636,0.9068447588876285,11.538486826484533,77.90522914015727,330.1374712571244
A,5253.372959774736,2.1760254966176196,12.693990362057441,73.02341607829018,258.00014612658646
B,8377.438920845236,0.963387727782723,12.780587128758356,75.98575223886992,420.77365407705645
C,3224.354613721641,0.0,12.706287306167875,88.0998328045386,146.37272942132898
D,9863.347314760156,3.0910438261005284,12.648360474338006,80.25279225913401,519.3035030255074
E,5932.151025834414,1.0390816290487774,14.174926574436281,75.38049112064637,285.0068261613097
A,5240.740385517912,2.2052356186142315,12.263485274374634,73.48358088686972,264.5512097163238
