zone,hour,ev_count,demand,recommendation
E,17.0,189.0,343.0,PEAK
E,18.0,235.0,341.0,PEAK
E,19.0,221.0,284.0,PEAK
E,20.0,221.0,373.0,PEAK
E,21.0,180.0,267.0,PEAK
E,22.0,222.0,112.0,OFF-PEAK
E,23.0,228.0,62.0,OFF-PEAK
A,0.0,156.82166966965642,98.80100386936589,OFF-PEAK
A,1.0166279285092215,172.27111602561723,118.73256872928057,OFF-PEAK
A,2.114978927418399,172.2792881380173,93.29375182592683,OFF-PEAK
A,3.00023671650236,182.96758446889274,90.02687919818464,OFF-PEAK
A,3.756443342682221,176.2319664086604,82.44591458617327,OFF-PEAK
A,5.226295384466789,181.2324147995815,57.52084613299487,OFF-PEAK
A,5.702624092459729,168.67867008052386,114.49050332975759,OFF-PEAK
A,7.075484912364278,180.61868715577566,59.59323287408521,OFF-PEAK
A,8.112468555937507,161.63931866539644,182.81798381281513,PEAK
A,9.408285297841333,178.51207638178104,166.96827812477778,PEAK
A,9.465559314128056,179.97326603779328,134.85745994751605,OFF-PEAK
A,9.709199780774151,202.65100931493728,162.59699959531974,PEAK
A,12.723151706737518,170.4914228039831,59.25295872084464,OFF-PEAK
A,12.1450846801692,199.12879196704094,98.73317511484368,OFF-PEAK
A,13.68416045360463,193.41918983779527,104.12671606574577,OFF-PEAK
A,15.906217592423953,182.47953564985482,69.70512207667511,OFF-PEAK
A,16.026345282841625,155.9436892304325,66.86980782407397,OFF-PEAK
A,18.00731881403457,187.94333002912933,303.35299996214377,PEAK
A,17.866163620083665,159.8891356263413,254.880095409522,PEAK
A,19.94883513797266,156.82850989579512,347.5650869409911,PEAK
A,20.089082793202234,146.55690971984131,269.62816391076643,PEAK
A,20.127931971858544,142.54000121073193,310.60464542085435,PEAK
A,21.54596458319932,158.315927389585,98.67198260579926,OFF-PEAK
A,23.663259723406583,142.55081760659834,59.41233126718213,OFF-PEAK
B,0.0,261.0465396080048,88.44259288582235,OFF-PEAK
B,1.0569676081716286,204.79467399861707,52.14496307873711,OFF-PEAK
B,2.005247567323854,233.301342787052,117.18738465133137,OFF-PEAK
B,3.116840433976995,184.68169694373856,48.19799886474461,OFF-PEAK
B,3.8917815775795885,208.39353120866593,51.855540703407875,OFF-PEAK
B,5.279997471155306,194.84688282790563,91.40774297947601,OFF-PEAK
B,6.102908448512956,210.82947713221725,59.976137245287674,OFF-PEAK
B,7.3776143037191835,214.47289536308412,100.28062123453326,OFF-PEAK
B,8.143009304892617,221.72486261445982,212.39626813906173,PEAK
B,8.215845619220737,236.22315440351795,174.34035043244168,PEAK
B,10.489300984411523,224.9886347183472,179.77898497025706,PEAK
B,11.154055569693485,223.7335643547455,152.82200775766484,PEAK
B,11.548408487094111,263.69033502389476,119.72492657714272,OFF-PEAK
B,13.849397924522284,226.019492986873,104.10566826233362,OFF-PEAK
B,14.074145200346383,235.45888387786474,80.22001361695752,OFF-PEAK
B,14.75415379802179,211.12792277551657,106.3024185725673,OFF-PEAK
B,16.56575925292089,209.89517611502873,94.31614715621122,OFF-PEAK
B,16.263308253910246,252.5929299573766,344.82977293100816,PEAK
B,17.386620429853263,252.5084161952135,354.7788852722177,PEAK
B,19.829687606331145,238.3155557049023,267.8168061368261,PEAK
B,19.197181355271546,193.15507911243472,364.9946315115637,PEAK
B,19.564004337886324,220.26516432218872,388.91496833817155,PEAK
B,23.015420200232484,200.91719545279355,89.85213337800286,OFF-PEAK
B,22.459576782421607,206.88849507914597,57.33306062406501,OFF-PEAK
C,0.0,271.4061831983388,112.20573754063388,OFF-PEAK
C,1.0217385946283517,259.893502666272,61.30767266193183,OFF-PEAK
C,2.115074599016014,242.80671990403272,100.23917860257869,OFF-PEAK
C,3.0849111898811135,232.56287740573782,85.67471070565912,OFF-PEAK
C,3.9336209470334498,276.1531737831452,52.55607868233372,OFF-PEAK
C,5.360087588880758,223.10715663982728,106.90696568152852,OFF-PEAK
C,5.882202880842001,224.89963272899803,89.22323818110276,OFF-PEAK
C,7.176656089957413,264.52670520586605,59.483082081414665,OFF-PEAK
C,8.07460592537571,232.52803648439496,182.9565048215462,PEAK
C,8.716280310323484,234.67167327639504,168.28611390062883,PEAK
C,10.75463790052189,252.36842828752788,125.20749563934062,OFF-PEAK
C,11.662297872754273,239.98030749096336,151.24098892686905,PEAK
C,12.23423244852465,221.98293236328567,95.94929979226401,OFF-PEAK
C,12.995404475034173,227.98885456055325,78.40125965570483,OFF-PEAK
C,13.407097261461415,222.3962641796833,106.09449174191714,OFF-PEAK
C,15.264439220251084,260.8142049023861,95.18110979734782,OFF-PEAK
C,17.31330742889231,252.05882309691927,92.9317183960332,OFF-PEAK
C,17.77398166172805,226.78750866332118,280.7580006555984,PEAK
C,17.425928860270258,249.70317468702504,246.47659231648169,PEAK
C,19.088226380534532,220.3196767222714,267.9381277265047,PEAK
C,21.012311420701344,210.06781088066634,286.728989232196,PEAK
C,20.902022204362858,265.63549528963426,288.3573946371382,PEAK
C,22.356227628613684,207.64356139462706,70.33192038254863,OFF-PEAK
C,22.501572022087757,259.62620356031823,54.092564712205885,OFF-PEAK
D,0.0,151.47073751642515,113.39180017208626,OFF-PEAK
D,0.9537020366282974,173.7151974463794,77.59514455689755,OFF-PEAK
D,2.0907898655854003,169.04398216237095,67.70689386003887,OFF-PEAK
D,2.976442114733519,147.23831609489622,92.37099886359765,OFF-PEAK
D,3.7969428141785695,179.0078667477488,117.38392607877391,OFF-PEAK
D,5.021479570820903,154.9769419962409,59.48747939933719,OFF-PEAK
D,5.963278508200608,169.6185872696652,103.87919528248389,OFF-PEAK
D,7.3567919930485095,181.65903458479121,107.60302425788146,OFF-PEAK
D,8.031322310894494,178.23076352243098,130.66856468947617,OFF-PEAK
D,8.981320625171353,166.5051284573488,163.63935228366037,PEAK
D,9.497229753424625,141.44574011723418,183.04513446776184,PEAK
D,12.131324364070576,162.13810935092357,150.25561905093508,OFF-PEAK
D,9.795382445853006,151.8255299803358,68.2462969139524,OFF-PEAK
D,12.78313090658968,157.44358558328722,49.73136907659903,OFF-PEAK
D,14.51346835991881,137.74156989113814,83.78384451075269,OFF-PEAK
D,14.566699541121883,168.8781580608921,119.60928005185296,OFF-PEAK
D,15.487667864350602,164.38537483671954,96.24948115250457,OFF-PEAK
D,17.075718276091852,143.0698922586926,253.92124860176378,PEAK
D,18.697172732355597,145.0028146208451,341.15069506179503,PEAK
D,18.87434535439908,167.04308442230092,333.99543072777954,PEAK
D,19.479154049699016,168.50835988990968,283.6610857284363,PEAK
D,22.011590912989078,186.89654149773648,261.0069091540483,PEAK
D,20.578488454629714,174.19919150854452,61.39417749377038,OFF-PEAK
D,20.157206332905304,167.52390800427963,99.15900399020417,OFF-PEAK
E,0.0,186.99583549658502,131.9295023616199,OFF-PEAK
E,1.0240939675493668,199.92518828174843,63.409037229294555,OFF-PEAK
E,2.0794588635709426,196.34391432824813,80.75042863227581,OFF-PEAK
E,3.1738239771945667,193.82487667716384,76.92952550554394,OFF-PEAK
E,4.071077415100778,199.21078532146177,58.41764181070457,OFF-PEAK
E,4.4936329442505665,202.33813327757088,46.546253347898364,OFF-PEAK
E,5.796662020169092,180.31105571921483,83.15234816373732,OFF-PEAK
E,6.41166083338556,190.1536413482687,85.26411720298911,OFF-PEAK
E,7.906995509572448,222.5158000132197,164.83504144411347,PEAK
E,8.494417524075685,203.62222975247465,162.4093649695806,PEAK
E,9.94361455710591,171.95365203827154,155.36504455532443,PEAK
E,11.349787493444905,165.7879408704716,145.83536611294363,PEAK
E,11.657250642253244,185.73916155386073,55.38477747229023,OFF-PEAK
E,13.835179195666534,187.7087154125707,76.25584313222011,OFF-PEAK
E,14.336835755102364,198.7562736309552,87.9170254525025,OFF-PEAK
E,16.148102605469397,214.18115213320928,102.19672483372145,OFF-PEAK
E,16.237384260127307,175.616799255795,66.79229205272621,OFF-PEAK
E,17.42111303843224,194.97552150914214,327.5164416206367,PEAK
E,19.242084018051145,245.22059322143195,323.3154495104488,PEAK
E,19.97922962432919,232.91624274729529,286.1474005149748,PEAK
E,19.565449365237633,224.51383497864643,366.18407455519446,PEAK
E,20.852828928582152,165.7262665470323,285.4462517178719,PEAK
E,24.917113594486857,220.92658978475396,101.5509276749271,OFF-PEAK
E,23.96894169901113,216.68470759058619,60.59543413535546,OFF-PEAK
A,0.0,160.89065600951574,93.42609051559181,OFF-PEAK
A,1.066989912832003,173.74014465517536,97.258892123698,OFF-PEAK
A,2.0330882085092505,172.4667610704532,94.15744075885108,OFF-PEAK
A,2.8501344381240923,178.4092422068613,90.65410132631646,OFF-PEAK
A,3.6283454968376705,181.57633817126984,77.52267953528492,OFF-PEAK
A,4.8110828988454655,183.43078274885815,51.21753059775096,OFF-PEAK
A,6.122734352160193,169.42227977611404,100.48178738870911,OFF-PEAK
A,6.720148985729978,159.0604804580638,52.92218359224603,OFF-PEAK
A,7.999134746826672,139.0044848483837,180.3306988400775,PEAK
A,9.160229703386733,168.32451070427513,168.59016905772526,PEAK
A,9.798308669313261,179.024254536409,133.82666139717998,OFF-PEAK
A,11.146018750254127,180.41512567644295,144.65234992212555,PEAK
A,11.78962640092012,190.0104416832928,60.92255102264371,OFF-PEAK
A,13.827533158889038,195.23603983418994,104.23273170310017,OFF-PEAK
A,15.035644583188098,185.83316435337989,117.42998048669608,OFF-PEAK
A,14.357008081282151,180.13229301435405,66.88044512646061,OFF-PEAK
A,16.364656979713565,152.31809818853577,58.81555618470735,OFF-PEAK
A,17.18629491802066,175.46611332577123,298.0284163893452,PEAK
A,17.137730222583322,176.83113633083266,278.28450967346345,PEAK
A,18.96947415048713,150.24764525663784,337.88962410340014,PEAK
A,22.063008181716818,141.23777071141285,305.5825743864241,PEAK
A,20.88808282519259,139.15844184662362,346.61284016189484,PEAK
A,23.787651418900673,142.83996045361252,103.39407279531568,OFF-PEAK
A,22.838239816499794,149.36313354817275,59.704704686233754,OFF-PEAK
B,0.0,210.32645733956377,95.96905749709707,OFF-PEAK
B,0.9526707007404177,200.15938695659952,49.89015713851981,OFF-PEAK
B,2.0664394449729455,225.42804112204016,112.85884283745273,OFF-PEAK
B,2.9128473331068827,206.601042268233,49.35699974139139,OFF-PEAK
B,3.945318419386985,209.2379488740314,54.489512979838665,OFF-PEAK
B,4.674667258644259,194.6870507756441,98.42860824756221,OFF-PEAK
B,6.115194955379341,220.5796130932836,59.88353441759978,OFF-PEAK
B,7.271753280972564,221.85482869014737,101.38452710685391,OFF-PEAK
B,8.185236889733657,243.93624870675913,202.13980900641823,PEAK
B,7.981018124392452,231.47588826578792,156.85626486790707,PEAK
B,10.605782153680641,226.93910625314717,172.98666652081462,PEAK
B,10.772677352762134,217.4706643280422,157.8021056294811,PEAK
B,12.06565595279109,264.82461312995457,113.25624521471224,OFF-PEAK
B,12.543931193336284,223.18737984652776,110.08611619772186,OFF-PEAK
B,12.887777711346725,260.63042106939037,77.143081041233,OFF-PEAK
B,14.879851239854835,208.03047855006017,103.20734102643704,OFF-PEAK
B,15.595142685493572,197.76320441621,92.83037829167046,OFF-PEAK
B,16.24642345223668,220.46620624901158,350.2280727012597,PEAK
B,16.923511581033555,260.2652121065819,340.08941816793146,PEAK
B,19.047912243755075,248.64419768965914,281.0404212188077,PEAK
B,19.424024170218004,209.7045096571433,343.77430728519835,PEAK
B,21.1175464917559,229.27361010226556,394.03455584905765,PEAK
B,21.57456728358039,204.15850370021926,91.16767141760266,OFF-PEAK
B,23.31092454753196,232.0591284506567,51.179871639647196,OFF-PEAK
C,0.0,245.52902962682245,105.2334851257416,OFF-PEAK
C,0.9817527104232734,223.64070942907466,60.55063926747455,OFF-PEAK
C,2.0399755409139715,254.04732173116523,108.93483709761709,OFF-PEAK
C,3.098658250150099,210.34078875864685,77.80355414648537,OFF-PEAK
C,3.877094626411305,282.16429806243144,54.16163915634425,OFF-PEAK
C,4.990111305978454,238.82698467263418,106.22827301847335,OFF-PEAK
C,6.325925948337334,228.86816560776165,95.94875958474587,OFF-PEAK
C,6.883319583948625,264.4673718512934,60.13836338322699,OFF-PEAK
C,7.979889589982984,220.48805349469862,180.725583957125,PEAK
C,8.646561932246735,217.60342848524095,168.0672755153565,PEAK
C,9.475860269252145,240.0736267952087,130.23141170347242,OFF-PEAK
C,10.836881780999681,209.79725904941537,153.7071253843708,PEAK
C,11.645916327634295,211.1922136685085,91.50769422755977,OFF-PEAK
C,12.47146531262399,255.27602945114805,71.71944149619085,OFF-PEAK
C,13.232207874585914,229.4563385472149,100.20667710457553,OFF-PEAK
C,16.1667831459219,246.64855522435678,100.10353107047544,OFF-PEAK
C,15.10830983717716,289.2430734332896,100.08979228449641,OFF-PEAK
C,17.26583807792191,218.90447890093998,281.4119869816758,PEAK
C,18.953530868002716,239.18659880619253,244.36367577719707,PEAK
C,19.68584973171389,233.38327904617753,255.35769454306794,PEAK
C,20.698472259270616,211.90657858806597,281.21589310696356,PEAK
C,20.14944482318602,238.24366401312733,268.8094185646376,PEAK
C,21.71513022473483,197.7595690171091,67.20462001541506,OFF-PEAK
C,23.04724100176791,243.05723008133197,54.03440374430063,OFF-PEAK
D,0.0,157.44371682055572,111.14391732486372,OFF-PEAK
D,1.1085233364679365,166.8939005164877,74.7077287296291,OFF-PEAK
D,2.0384138989037104,178.9286512829255,73.09249213073785,OFF-PEAK
D,2.985496905412065,153.06653515823146,91.0176381512062,OFF-PEAK
D,3.952537299230023,194.25761730942594,124.22946719056911,OFF-PEAK
D,4.993356238940437,156.23552291187463,57.312054510872976,OFF-PEAK
D,6.064614672728538,162.1241581839174,95.44723497327816,OFF-PEAK
D,6.482691616662298,188.86653529162376,117.87590914425553,OFF-PEAK
D,8.489909046586314,170.49013797289612,124.42322106600729,OFF-PEAK
D,9.549454580294853,184.09424290022366,161.76092971540217,PEAK
D,9.971080642221427,124.17830744658784,182.4959693341878,PEAK
D,11.663442214104467,159.6137180631602,126.69568519780923,OFF-PEAK
D,11.761210290414796,129.4250205817204,71.7657854653273,OFF-PEAK
D,13.1737541984612,140.3040588605569,57.071040670932966,OFF-PEAK
D,14.909467943581017,136.88820748910172,92.62853769106431,OFF-PEAK
D,15.487032021913627,167.41429969906824,107.97901477840682,OFF-PEAK
D,15.407660399211448,182.8485343956508,111.51696037993636,OFF-PEAK
D,16.214781036149187,149.3506429750639,263.15976372492077,PEAK
D,16.858111884665654,139.93588933908006,330.4631714359094,PEAK
D,18.914803751010744,148.55499662343186,328.3286239569128,PEAK
D,19.371750357632692,172.3228176783917,294.2288471834482,PEAK
D,21.253868217344046,175.8790551729555,266.34656283907043,PEAK
D,20.93661517493419,194.16420895245784,63.42921445079759,OFF-PEAK
D,22.78084897548214,179.31666715720053,99.99105136743663,OFF-PEAK
E,0.0,216.2855120546402,120.1688292787065,OFF-PEAK
E,1.009112575854155,193.67409608934815,63.40337268008269,OFF-PEAK
E,1.9558405463717445,206.2008789814626,78.84414792360107,OFF-PEAK
E,2.8424910063666378,190.00913379296298,72.66332084978356,OFF-PEAK
E,4.12389153643375,209.09013052975965,62.193781224347354,OFF-PEAK
E,4.695568872134819,248.53421928337164,54.56318090526751,OFF-PEAK
E,6.30951688031777,190.18927087010803,85.70778801501564,OFF-PEAK
E,7.274158204378983,179.14994726594418,77.3614442721193,OFF-PEAK
E,8.634157261268504,225.97743116895856,166.41155161767082,PEAK
E,9.411904662444314,207.73424197941296,163.66388789448547,PEAK
E,10.101673695950188,180.00116573248496,154.21897974087202,PEAK
E,11.308844195081031,171.6574138007929,152.91236631022065,PEAK
E,10.947151384686716,181.85445963580014,50.70657043344165,OFF-PEAK
E,12.85258044101663,215.59555523512657,83.05314643056948,OFF-PEAK
E,14.632400369003411,226.6412442390482,93.11237534453086,OFF-PEAK
E,15.933491817432543,237.47832699865134,93.92780163701748,OFF-PEAK
E,15.883307603401631,180.8584089098871,71.07930768920826,OFF-PEAK
E,16.278852770538474,173.20655359869647,331.9829298070352,PEAK
E,16.540215512216488,228.07558911494507,345.82914879765127,PEAK
E,19.087580271493074,235.70749181347136,290.4214266604923,PEAK
E,19.24267306711164,215.29118789323917,377.57439859974056,PEAK
E,20.232191670838738,172.69486848676382,269.8106661202852,PEAK
E,23.749738509838224,230.34711943666613,108.47428660959655,OFF-PEAK
E,22.984751111586263,229.90712906698155,61.593837555369724,OFF-PEAK
A,0.0,163.41500279137932,109.02893341199054,OFF-PEAK
A,0.9938059952736179,159.44494292729257,114.16290939754936,OFF-PEAK
A,2.0752909410019003,185.0371210129123,94.9365159930037,OFF-PEAK
A,2.9924461832766847,180.64592640778773,91.11740171234194,OFF-PEAK
A,4.012456146543012,189.26071402339915,74.19188151812531,OFF-PEAK
A,5.4175189366102074,170.35398408746775,52.60140245088344,OFF-PEAK
A,5.886144369751058,169.63633508576243,100.11521812177251,OFF-PEAK
A,6.5826498628495935,152.4692295690343,56.76712734834281,OFF-PEAK
A,8.947578352782458,148.8659714570204,174.65109344788394,PEAK
A,8.871092498311075,155.59191656040332,170.04536512027173,PEAK
A,9.749095057394472,186.15850072203483,138.94879207268178,OFF-PEAK
A,11.010286286107283,169.09982534364977,177.75982354501434,PEAK
A,12.150319999537547,187.82051839098384,57.20226424075915,OFF-PEAK
A,12.321620754223105,180.12113256253699,100.92274644719784,OFF-PEAK
A,13.246995843783115,184.1779268740694,116.24154678666369,OFF-PEAK
A,14.641946698285166,182.2891181400967,68.74750930142858,OFF-PEAK
A,14.103995152845277,168.9611068587854,63.453864377099336,OFF-PEAK
A,15.70474092889882,185.99579629593646,283.59447105825944,PEAK
A,17.649751721381598,174.13665847462136,249.60702451904066,PEAK
A,18.47426949367882,139.7034848869919,317.7136605236455,PEAK
A,19.070441010185675,158.14606514388726,283.229700245785,PEAK
A,21.229665705330767,146.96685623218752,368.0141754460007,PEAK
A,23.14918749895297,138.82256193523304,105.18024673314613,OFF-PEAK
A,25.22158158431591,150.4228700710347,58.490180298577876,OFF-PEAK
B,0.0,225.58898040459871,96.60253338239457,OFF-PEAK
B,0.8787089566332366,225.95592098497548,48.945993686734056,OFF-PEAK
B,2.0323111155869045,235.3693949665869,113.88429228198915,OFF-PEAK
B,2.9756567625946952,214.5634628821798,47.238440881910144,OFF-PEAK
B,3.8747230925972427,203.2368889368654,47.94528203414858,OFF-PEAK
B,4.872632928586983,206.27152474585097,103.42243951890828,OFF-PEAK
B,6.228935804377457,226.80388289150153,54.176135263086834,OFF-PEAK
B,7.076123686504556,218.48249722092942,99.67964114559375,OFF-PEAK
B,8.048662165001508,244.0145408216465,206.1779274024534,PEAK
B,9.672127383596067,237.41963710747726,145.285360260759,PEAK
B,10.540503153269189,236.26738113173437,164.47305498861292,PEAK
B,11.296898203593518,205.66377144376247,156.98013655272655,PEAK
B,11.794182597975173,244.37713264868057,107.17097201925161,OFF-PEAK
B,13.445494022622162,233.9096044688704,106.03910908139646,OFF-PEAK
B,14.877307965211788,250.69007388945525,83.89628920852074,OFF-PEAK
B,15.258354282405834,194.06081197437234,101.36804728357771,OFF-PEAK
B,16.705112161233288,207.45396014437753,92.08694038873428,OFF-PEAK
B,17.3225148514035,247.331872204329,365.7895912998418,PEAK
B,17.83219219940249,250.71009767449922,349.1404489510904,PEAK
B,18.90703177641954,238.60276745222959,264.5216379533717,PEAK
B,19.161266149081833,203.25332263299023,346.8253583986061,PEAK
B,20.677245108423758,227.9462745992852,386.3771011931745,PEAK
B,23.90469727446875,200.94340048710123,96.48090569371166,OFF-PEAK
B,21.84091087939185,224.76688739585683,51.26032009945192,OFF-PEAK
C,0.0,263.02375807857265,104.14064370897066,OFF-PEAK
C,0.9794127801510002,254.0805668773359,64.87753119812196,OFF-PEAK
C,2.1805493030883083,234.49271494127078,100.53137171930771,OFF-PEAK
C,3.225926282038684,242.82107588615906,76.1341766608173,OFF-PEAK
C,4.099655010158519,268.77941154102456,51.592982354607116,OFF-PEAK
C,5.107607286721146,232.47541572655612,110.64084367837982,OFF-PEAK
C,5.796576804797954,220.55424084343656,90.28046576981208,OFF-PEAK
C,7.206081200716773,280.696315838903,61.619846387047,OFF-PEAK
C,8.145409698472122,225.7591794308448,167.64968019575858,PEAK
C,9.422717547965526,256.1766940573274,171.58925362733788,PEAK
C,10.511798777147307,233.37252438468056,120.12600288455484,OFF-PEAK
C,11.678091054357186,215.57401288374282,161.61515013464472,PEAK
C,12.379354286114207,223.66505269024898,91.42400149929675,OFF-PEAK
C,12.122912979468804,194.38857356952192,69.41124285717677,OFF-PEAK
C,13.204800298981976,239.08571319198995,94.72211123006421,OFF-PEAK
C,15.94395171115931,263.10055092001676,93.20941669064759,OFF-PEAK
C,15.103360387526866,290.42600228641254,102.95881903400493,OFF-PEAK
C,15.39911007423116,212.18894131083346,280.6804884616239,PEAK
C,17.387208103593792,234.46605862558863,251.97372969032944,PEAK
C,18.00128448192203,253.6251205599745,235.278436067212,PEAK
C,20.232010885457967,225.06075191064807,264.55802994843043,PEAK
C,21.431269809321766,236.35790980608004,260.0433129542777,PEAK
C,22.06290509572543,184.52838082664064,64.73132200031759,OFF-PEAK
C,23.554207984890184,269.1355845467006,51.63630062396241,OFF-PEAK
D,0.0,176.44357046992883,112.29919376183119,OFF-PEAK
D,0.9768555869771015,184.58666829218316,77.97587431283144,OFF-PEAK
D,1.9287839541204446,179.28112442334972,70.60373654259924,OFF-PEAK
D,2.9083996100360885,166.11743031921242,97.2737733430861,OFF-PEAK
D,4.0958672473938,192.31092228420835,113.79684867668301,OFF-PEAK
D,4.931158055313966,147.75108011588745,56.9380742571676,OFF-PEAK
D,6.02013323745353,167.3508199350824,115.3554677206216,OFF-PEAK
D,7.056510068732833,184.19597142982883,106.33610451915763,OFF-PEAK
D,8.16652466965575,157.35388713036602,132.77807989738295,OFF-PEAK
D,8.89521030311404,190.72090000604922,151.9234710241259,PEAK
D,9.712191728611874,137.64980100182345,185.21215107059288,PEAK
D,11.77445134949994,153.3734504978966,154.90601401786824,OFF-PEAK
D,11.899591187949138,142.81913316276143,67.80875203911553,OFF-PEAK
D,13.168510744204223,151.08310327059456,51.56466010907716,OFF-PEAK
D,14.495996907841333,158.5158747115019,84.06500214480579,OFF-PEAK
D,15.38349997177343,146.81501995590622,113.19987750828174,OFF-PEAK
D,14.57635267355174,183.93889722084646,103.6254096892924,OFF-PEAK
D,15.350464786418534,143.1604345405129,257.18431279349375,PEAK
D,18.489923320482667,134.43338642726607,340.7874740912116,PEAK
D,19.846952589827744,150.58303250915154,351.6743584068267,PEAK
D,20.121342185607457,167.43690300518034,296.47857571361584,PEAK
D,23.062108291180824,182.73341956739853,230.12654168928765,PEAK
D,21.768916620002408,170.86384802933253,58.59090914402906,OFF-PEAK
D,24.279764925987543,182.79111851106003,101.00015151297157,OFF-PEAK
E,0.0,199.00282476281407,121.73859118248433,OFF-PEAK
E,1.074726890599,200.69308801430003,64.34326412266631,OFF-PEAK
